,class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
5716,POISONOUS,FLAT,SMOOTH,BUFF,BRUISES,FOUL,FREE,CLOSE,BROAD,CHOCOLATE,TAPERING,BULBOUS,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,CHOCOLATE,SCATTERED,URBAN
5717,POISONOUS,FLAT,SMOOTH,BUFF,BRUISES,FOUL,FREE,CLOSE,BROAD,CHOCOLATE,TAPERING,BULBOUS,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,CHOCOLATE,SCATTERED,GRASSES
5718,POISONOUS,FLAT,SMOOTH,BUFF,BRUISES,FOUL,FREE,CLOSE,BROAD,CHOCOLATE,TAPERING,BULBOUS,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,CHOCOLATE,SEVERAL,URBAN
5719,POISONOUS,FLAT,SMOOTH,BUFF,BRUISES,FOUL,FREE,CLOSE,BROAD,CHOCOLATE,TAPERING,BULBOUS,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,CHOCOLATE,SEVERAL,GRASSES
5720,POISONOUS,FLAT,SMOOTH,BUFF,BRUISES,FOUL,FREE,CLOSE,BROAD,CHOCOLATE,TAPERING,BULBOUS,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,CHOCOLATE,SCATTERED,URBAN
5721,POISONOUS,FLAT,SMOOTH,BUFF,BRUISES,FOUL,FREE,CLOSE,BROAD,CHOCOLATE,TAPERING,BULBOUS,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,CHOCOLATE,SCATTERED,GRASSES
5722,POISONOUS,FLAT,SMOOTH,BUFF,BRUISES,FOUL,FREE,CLOSE,BROAD,CHOCOLATE,TAPERING,BULBOUS,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,CHOCOLATE,SEVERAL,URBAN
5723,POISONOUS,FLAT,SMOOTH,BUFF,BRUISES,FOUL,FREE,CLOSE,BROAD,CHOCOLATE,TAPERING,BULBOUS,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,CHOCOLATE,SEVERAL,GRASSES
5724,POISONOUS,FLAT,SMOOTH,BUFF,BRUISES,FOUL,FREE,CLOSE,BROAD,CHOCOLATE,TAPERING,BULBOUS,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,CHOCOLATE,SCATTERED,URBAN
5725,POISONOUS,FLAT,SMOOTH,BUFF,BRUISES,FOUL,FREE,CLOSE,BROAD,CHOCOLATE,TAPERING,BULBOUS,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,CHOCOLATE,SCATTERED,GRASSES
5726,POISONOUS,FLAT,SMOOTH,BUFF,BRUISES,FOUL,FREE,CLOSE,BROAD,CHOCOLATE,TAPERING,BULBOUS,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,CHOCOLATE,SEVERAL,URBAN
5727,POISONOUS,FLAT,SMOOTH,BUFF,BRUISES,FOUL,FREE,CLOSE,BROAD,CHOCOLATE,TAPERING,BULBOUS,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,CHOCOLATE,SEVERAL,GRASSES
5728,POISONOUS,BELL,SMOOTH,WHITE,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5729,POISONOUS,BELL,SMOOTH,WHITE,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5730,POISONOUS,BELL,SMOOTH,WHITE,BRUISES,NONE,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5731,POISONOUS,BELL,SMOOTH,WHITE,BRUISES,NONE,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5732,POISONOUS,BELL,SMOOTH,WHITE,BRUISES,NONE,FREE,CLOSE,BROAD,GREEN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5733,POISONOUS,BELL,SMOOTH,WHITE,BRUISES,NONE,FREE,CLOSE,BROAD,GREEN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5734,POISONOUS,BELL,SMOOTH,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5735,POISONOUS,BELL,SMOOTH,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5736,POISONOUS,BELL,SMOOTH,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5737,POISONOUS,BELL,SMOOTH,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5738,POISONOUS,BELL,SMOOTH,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,GREEN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5739,POISONOUS,BELL,SMOOTH,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,GREEN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5740,POISONOUS,BELL,SMOOTH,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5741,POISONOUS,BELL,SMOOTH,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5742,POISONOUS,BELL,SMOOTH,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5743,POISONOUS,BELL,SMOOTH,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5744,POISONOUS,BELL,SMOOTH,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,GREEN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5745,POISONOUS,BELL,SMOOTH,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,GREEN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5746,POISONOUS,BELL,SCALY,WHITE,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5747,POISONOUS,BELL,SCALY,WHITE,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5748,POISONOUS,BELL,SCALY,WHITE,BRUISES,NONE,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5749,POISONOUS,BELL,SCALY,WHITE,BRUISES,NONE,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5750,POISONOUS,BELL,SCALY,WHITE,BRUISES,NONE,FREE,CLOSE,BROAD,GREEN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5751,POISONOUS,BELL,SCALY,WHITE,BRUISES,NONE,FREE,CLOSE,BROAD,GREEN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5752,POISONOUS,BELL,SCALY,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5753,POISONOUS,BELL,SCALY,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5754,POISONOUS,BELL,SCALY,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5755,POISONOUS,BELL,SCALY,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5756,POISONOUS,BELL,SCALY,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,GREEN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5757,POISONOUS,BELL,SCALY,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,GREEN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5758,POISONOUS,BELL,SCALY,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5759,POISONOUS,BELL,SCALY,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5760,POISONOUS,BELL,SCALY,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5761,POISONOUS,BELL,SCALY,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5762,POISONOUS,BELL,SCALY,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,GREEN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5763,POISONOUS,BELL,SCALY,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,GREEN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5764,POISONOUS,FLAT,SMOOTH,WHITE,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5765,POISONOUS,FLAT,SMOOTH,WHITE,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5766,POISONOUS,FLAT,SMOOTH,WHITE,BRUISES,NONE,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5767,POISONOUS,FLAT,SMOOTH,WHITE,BRUISES,NONE,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5768,POISONOUS,FLAT,SMOOTH,WHITE,BRUISES,NONE,FREE,CLOSE,BROAD,GREEN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5769,POISONOUS,FLAT,SMOOTH,WHITE,BRUISES,NONE,FREE,CLOSE,BROAD,GREEN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5770,POISONOUS,FLAT,SMOOTH,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5771,POISONOUS,FLAT,SMOOTH,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5772,POISONOUS,FLAT,SMOOTH,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5773,POISONOUS,FLAT,SMOOTH,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5774,POISONOUS,FLAT,SMOOTH,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,GREEN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5775,POISONOUS,FLAT,SMOOTH,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,GREEN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5776,POISONOUS,FLAT,SMOOTH,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5777,POISONOUS,FLAT,SMOOTH,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5778,POISONOUS,FLAT,SMOOTH,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5779,POISONOUS,FLAT,SMOOTH,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5780,POISONOUS,FLAT,SMOOTH,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,GREEN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5781,POISONOUS,FLAT,SMOOTH,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,GREEN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5782,POISONOUS,FLAT,SCALY,WHITE,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5783,POISONOUS,FLAT,SCALY,WHITE,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5784,POISONOUS,FLAT,SCALY,WHITE,BRUISES,NONE,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5785,POISONOUS,FLAT,SCALY,WHITE,BRUISES,NONE,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5786,POISONOUS,FLAT,SCALY,WHITE,BRUISES,NONE,FREE,CLOSE,BROAD,GREEN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5787,POISONOUS,FLAT,SCALY,WHITE,BRUISES,NONE,FREE,CLOSE,BROAD,GREEN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5788,POISONOUS,FLAT,SCALY,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5789,POISONOUS,FLAT,SCALY,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5790,POISONOUS,FLAT,SCALY,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5791,POISONOUS,FLAT,SCALY,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5792,POISONOUS,FLAT,SCALY,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,GREEN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5793,POISONOUS,FLAT,SCALY,PINK,BRUISES,NONE,FREE,CLOSE,BROAD,GREEN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5794,POISONOUS,FLAT,SCALY,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5795,POISONOUS,FLAT,SCALY,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5796,POISONOUS,FLAT,SCALY,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5797,POISONOUS,FLAT,SCALY,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5798,POISONOUS,FLAT,SCALY,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,GREEN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
5799,POISONOUS,FLAT,SCALY,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,GREEN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,GRASSES
5800,EDIBLE,CONVEX,FIBROUS,BROWN,NO,NONE,FREE,CROWDED,NARROW,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,BROWN,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
5801,EDIBLE,CONVEX,FIBROUS,BROWN,NO,NONE,FREE,CROWDED,NARROW,WHITE,ENLARGING,BULBOUS,SMOOTH,FIBROUS,WHITE,BROWN,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
5802,EDIBLE,CONVEX,FIBROUS,BROWN,NO,NONE,FREE,CROWDED,NARROW,WHITE,ENLARGING,BULBOUS,FIBROUS,SMOOTH,WHITE,BROWN,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
5803,EDIBLE,CONVEX,FIBROUS,BROWN,NO,NONE,FREE,CROWDED,NARROW,WHITE,ENLARGING,BULBOUS,FIBROUS,FIBROUS,WHITE,BROWN,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
5804,EDIBLE,CONVEX,FIBROUS,CINNAMON,NO,NONE,FREE,CROWDED,NARROW,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,BROWN,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
5805,EDIBLE,CONVEX,FIBROUS,CINNAMON,NO,NONE,FREE,CROWDED,NARROW,WHITE,ENLARGING,BULBOUS,SMOOTH,FIBROUS,WHITE,BROWN,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
5806,EDIBLE,CONVEX,FIBROUS,CINNAMON,NO,NONE,FREE,CROWDED,NARROW,WHITE,ENLARGING,BULBOUS,FIBROUS,SMOOTH,WHITE,BROWN,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
5807,EDIBLE,CONVEX,FIBROUS,CINNAMON,NO,NONE,FREE,CROWDED,NARROW,WHITE,ENLARGING,BULBOUS,FIBROUS,FIBROUS,WHITE,BROWN,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
5808,EDIBLE,CONVEX,FIBROUS,BROWN,NO,NONE,FREE,CROWDED,NARROW,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,BROWN,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
5809,EDIBLE,CONVEX,FIBROUS,BROWN,NO,NONE,FREE,CROWDED,NARROW,WHITE,ENLARGING,BULBOUS,SMOOTH,FIBROUS,WHITE,BROWN,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
5810,EDIBLE,CONVEX,FIBROUS,BROWN,NO,NONE,FREE,CROWDED,NARROW,WHITE,ENLARGING,BULBOUS,FIBROUS,SMOOTH,WHITE,BROWN,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
5811,EDIBLE,CONVEX,FIBROUS,BROWN,NO,NONE,FREE,CROWDED,NARROW,WHITE,ENLARGING,BULBOUS,FIBROUS,FIBROUS,WHITE,BROWN,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
5812,EDIBLE,CONVEX,SCALY,BROWN,NO,NONE,FREE,CROWDED,NARROW,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,BROWN,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
5813,EDIBLE,CONVEX,SCALY,BROWN,NO,NONE,FREE,CROWDED,NARROW,WHITE,ENLARGING,BULBOUS,SMOOTH,FIBROUS,WHITE,BROWN,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
5814,EDIBLE,CONVEX,SCALY,BROWN,NO,NONE,FREE,CROWDED,NARROW,WHITE,ENLARGING,BULBOUS,FIBROUS,SMOOTH,WHITE,BROWN,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
5815,EDIBLE,CONVEX,SCALY,BROWN,NO,NONE,FREE,CROWDED,NARROW,WHITE,ENLARGING,BULBOUS,FIBROUS,FIBROUS,WHITE,BROWN,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
5816,EDIBLE,CONVEX,SCALY,CINNAMON,NO,NONE,FREE,CROWDED,NARROW,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,BROWN,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
5817,EDIBLE,CONVEX,SCALY,CINNAMON,NO,NONE,FREE,CROWDED,NARROW,WHITE,ENLARGING,BULBOUS,SMOOTH,FIBROUS,WHITE,BROWN,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
